1,"Первое, что в нем впечатляет - производительность. Приложения загружаются практически мгновенно, лагов при активном интернет серфинге или навигации нет. Учитывая вышесказанное, удивляет автономность - у меня при активном использовании заряда хватает более чем на сутки. А заряжается действительно он быстро - от 30% до 100% требуется где-то 40-50 минут. Далее отмечу четкий и яркий экран с многоуровневой адаптивной подсветкой, который позволяет комфортно пользоваться телефоном при ярком освещении (в том числе на улице). Камера действительно хороша и в стандартных условиях фотографии на нее получаются качественнее, чем на S8 (в каких-то экстремальных условиях пока не тестировал).  К плюсам так же отношу NFC, беспроводную зарядку, поддержку двух SIM карт, MIUI 10., Без чехла телефон выглядит конечно стильно, но при этом он очень скользкий и маркий. Поэтому использование чехла - обязательное условие. В комплекте он есть (хороший, качественный, приятный на ощупь), правда с одним НО - вокруг модуля камеры отсутствует защитный бортик, в результате чего камера выступает над поверхностью чехла почти на миллиметр и остается абсолютно не защищена. Поэтому сразу заказывайте что-нибудь понадежнее. Качество олеофобного покрытия на экране могло быть лучше - марается легко (хотя и оттирается тоже без особых усилий)., То, что я перечислил в недостатках - скорее придирки. Телефоном я пока очень доволен. Посмотрим, что покажет время. Многие пишут про нестабильную работу датчика отпечатков пальцев. Поэкспериментировав, я пришел к выводу, что всему виной слишком большая площадь поверхности большого пальца (во всяком случае мужского) из-за чего его не всегда удается точно спозиционировать на датчике. А указательным пальцем левой руки телефон разблокируется на раз.
Покупал по акции с наушниками Mi ANC (Type-C) за 37990."
1,"Камера, скорость  работы, экран, nfc, время работы конкретно при просмотре видеофайлов(кинчики и сериалы), Батарея пока не радует, за день высаживается в ноль, звонки, соцсети, месенджеры,  простенькие игрушки типа три в ряд.Запаса нету(, Взял в замен MiMax первого поколения, первое время казался очень маленьким экран((, со временем  вроде привык. Увеличения скорости работы интефейса и приложений  честно говоря не заметил, разве что сами приложения быстрее запускаются, почти мгновенно, наверно это говорит в целом о MUI, как о хорошо оптимизированной оболочке. В целом отличный телефон со всеми современными функция, выполнеными на высоком уровне процессор, камера и т.д. Сравнение с флагманами конкурентов считаю некорректным, Samsung и Huawei, стоят в ДВА раза дороже минимум, это как взять корейский внедорожник за 3м и сравнить с Меседесом за 6м. Покупал на aliexpress на распродаже 28 марта за - 28к руб.(привет4pda), честно говоря больше платить бы не стал, нынешнюю цену в России(37к) считаю неоправданно завышенной  Прикладываю фотки с камеры, последовательно mi9 камера стандартная, mi9 гуглокамера, Iphone S Max(для сравнения)) Mi9 48M, не влезла ибо весит 23м, а по качеству - мыло"
1,"В данный момент пожалуй всё, кроме маркости корпуса, но к чехлам уже все привыкли., Корпус собирает отпечатки. Был вопрос со сканером отпечатков, Проблема маркости и скользскости задней крышки традиционно решается чехлом, даже комплектным.
Олеофобное покрытие экрана на 4/5, но вчера пришло наконец хорошее защитное стекло и вопрос закрыт.
К вопросу о работе сенсора отпечатков после установки стекла - точность упала сильно. Но вопрос решился просто повторным вводом отпечатков. Хотя в целом по болшей части разблокировка сейчас происходит по лицу, при чём без проблем даже в темноте, что вообще удивило.
Для тех кому важны максимальная корректность и скорость срабатывая сенсора могу посоветовать провереный мною ещё на прошлых 3х смартфонах метод, когда отпечатки нужных пальцев забиваются дважды)
"
1,"1) Моментальный отклик. За неделю не заметил ни единой задержки и лагов как в интерфейсе, так и в приложениях. Не греется в обычном использовании.
2) Отличная камера днём, в сумерках тоже неплохие фото.
3) Оплата по NFC, конечно же, работает. Но я покупал европеизированную версию в крупной сети.  Предварительно в настройках расположения элемента безопасности необходимо выбрать параметр ""HCE"".
4) Автономность на удивление неплохая. С двумя активными sim-картами выдерживает день при среднем использовании.
5) Наконец-то беспроводная зарядка теперь тоже быстрая: 20 ватт против 7,5 айфоновских. В комплекте нет, купил заранее в известном китайском магазине.
6) Дисплейный сканер отпечатков оказался очень удобным и точным, практически безошибочное распознавание.
7) Мгновенная разблокировка по лицу. По фото разблокировать не удалось, хотя при добавлении лица предупреждает, что это возможно. В темноте, конечно, не работает.
8) Реально быстрый GPS
9) Цвет piano black оказался не просто чёрным, а с красивым переливом из серого в чёрный.
10) В грядущем обновлении системы ШИМ заменят на DC dimming, чему глаза, несомненно, будут довольны.
11) Водозащита, оказывается, есть. Хотя она не заявлена., За короткое время владения серьёзных недостатков не выявил. Пока по мелочи:
1) Сильно выпирающий блок камер, торчит даже из-за родного чехла
2) Из-за выступа чехла менее удобно пользоваться жестами от левого и правого краёв. Хотя я привык.
3) Родной чёрный чехол (цвет телефона piano black) полностью прячет красивую заднюю панель со скруглёнными гранями. Заказал прозрачные чехлы, проверю, станет ли лучше., Перешёл на mi9 после трёхлетнего владения mi5."
1,"Конечно же, это ошущения и внешний вид. Какие первые впечатления испытаешь, взяв телефон в руку, так и будешь с ним ладить. В руке лежит идеально! Просто влит в руку. Лично для меня, большой экран не кажется таковым: большой палец почти с легкостью дотягивает до шторки уведомлений. Вид бомбезный! На солнце переливается, как не знаю кто. Очень круто! 
Также из плюсов можно отметить функцию Always-on-display. 
Ну, конечно же, камера. Здесь стоит очень хорошая камера,  которая способна делать очень хорошие снимки в дневное время суток, но не в ночное. Широкий угол, slow-mo на высоте(особенно 240fps).
Заряжается очень быстро, вот прям очень.  За 20 минут с 21% MI 9 зарядился у меня на 32%,  то есть до 53%. 
Производительность. Мощный процессор Snapdragon 855 запускает все приложения настолько быстро, что я не успеваю за ним. К слову, прошлом девайсом у меня был Xiaomi Redmi 4 pro(тогда Redmi еще не был суббрендом). 
Жесты и экран. Экран тут очень хороший, сочные цвета. К жестам привыкаешь за 10 минут. 
Xiaomi наконец-то сделали получше вибромоторчик.  Вот прям чувствуется, что другой. , Теперь о недостатках. 
Качество фотографии улетает, когда делаешь снимок ночью и на широкий угол.  Вроде, ночной режим немного спасает ситуацию. Но, при записи slow-mo видео можно рассмотреть как сказаны края объекта, который, допустим, падает на стол. 
Капелька была программно подрезана, но это не портит внешний вид: этой операции не замечаешь. 
Водозащиты официально нет, но при открытии слота для sim- карты можем увидеть резинку от попадания влаги. Купаться с ним точно не стоит, а легкий дождь, думаю, выдержит. 
Здесь отсутствует mini-jack 3,5. Лично у меня наушники все проводные, мне немного неудобно пдключатт переходник, но смириться можно. 
Багов в системе я, не заметил. 
Вот только качество скриншота странное, как-будто я купил экран HD. , Заказывал с Aliexpress, у посредника Xiaomi. 
Если отзыв оказался некорректным, то прошу не критиковать. Отзыв я пишу в первый раз :) "
1,"Экран,камера, дизайн,батарея,скорость зарядки, Скользкий"
1,"Время работы (самый главный и жирный плюс)
Приятный внешний вид
Удобные крупные кнопки
Удобно держать в руке (по сравнению с современными лопатами)
Удобное понятно меню, Крайне скудный запас стандартных мелодий на оповещения (но можно закачать свои)
Камера конечно никакая
, Самое главное это понимать, что это не смартфон, а простой мобильный телефон. Для своих целей это отличная модель. Крупный цветной экран, удобные кнопки, быстрое понятное меню. Покупал для пожилого человека, себе бы тоже такой взял, но смартфоны плотно подсадили человечество."
1,"1)  Отлично подходит для пожилого человека. Большие и хорошо читаемые кнопки, довольно приличный по размерам и яркий для своего класса дисплей, достаточно приличный размер у шрифта меню и прочего, само меню довольно простое...

2)  Связь держит довольно уверенно.

3)  Минимальный набор дополнительного функционала для звонилки. Простейший интернет (очень медленный, но если прям позарез надо хоть немного - он есть), небольшой набор приложений органайзера, камера (номинальная, но тем не менее она существует. А еще благодаря вспышке в телефоне есть приложение фонарика), есть простенькие проигрыватель mp3 и радио. Свою мелодию кстати можно поставить на звонок ( к сожалению, на каждый вызов свою нельзя, но это и не всем надо, вот правда)

4) Автономность хороша. Всё-таки не зря телефон немного пухленький в том числе за счёт аккумулятора. 

5) Слоты под две симки (причем один Mini-SIM, другой Micro-SIM).  Нам не пригодился второй слот, но для кого-то вполне себе достоинство. Есть так же отдельный слот под обычную флешку microCD (актуально, так как доступная внутренняя память телефона предельно мала)

6) Функция ""внешнего аккумулятора"" (PowerBank). Кабеля OTG правда в комплекте нет (надо докупать). И ещё стоит учесть, что предельный зарядный ток, который выдаёт телефон, не слишком велик - 450 mA. Это надо учитывать тем, кому нужна эта функция., Телефон покупался бабушке. Разобралась она с ним достаточно быстро (лично в нашем случае хватило довольно небольшого по объёму инструктажа)
Кому-то может не понравится, что нету Т-9, кому-то - что нельзя мелодии разные поставить, кому-то - что слишком простой вообще. В нашем случае - к телефону предъявлялись вполне конкретизированные требования. Он им соответствует более, чем.

Телефон выбирался не спеша, брался в руки в магазине, анализировались характеристики, даже немногочисленные отзывы читались. Подбирать надо с умом - тогда и не будет жестоких разочарований в телефоне. Поменьше верить продажникам в магазине, побольше - читать характеристики, анализировать, прислушиваться к собственным впечатлениям. И тогда не будет жестоких разочарований в покупке"
1,"- Батарея естественно
- Нет ничего лишнего
- Внешний вид
- Очень удобная круглая центральная кнопка управления, - Отсутствует Т9
- Отсутствует эквалайзер и плейлисты на аудиоплеере
- Экран не очень (углов обзора нет совсем, жуткие цвета), До этого пользовался xenium e5500 - 5 лет ровно. И он ни разу меня не подводил, всё в нём устраивало (ну или почти всё); за эти пять лет сам телефон ни сколько не ухудшился - можно было ещё столько же пользоваться.
е580 решил взять как обновление ""морально устаревшего"" е5500.

Первые впечатления противоречивые (далее буду сравнивать с е5500). Сразу что бросилось в глаза - экран намного хуже и внешний вид как у мыльницы за 600 руб. Эту новую модель вряд ли назовёшь имиджевой. Но в целом внешний вид устроил.
Ещё по поводу экрана - надо было сделать его меньше по высоте на 10...15мм. Не нужен на этом телефоне такой большой экран.

Убрали Т9, плейлисты и эквалайзер - не понятно почему и зачем.
Телефон очень часто использую как плеер, и меня приятно удивило что в новой модели звук оказался заметно лучше: более панорамный и насыщенный (наушники Creative EP-630). Ну и бог с ним, с этим эквалайзером - и так нормально - басы и тд всё есть. 

Столкнулся с проблемой переноса контактов со старого телефона на новый. Видимо придётся вручную перебивать. В новой модели нет функции импорта контактов.

Проверил радио (требуется подключение наушников) - приём вполне качественный.

В этой модели нельзя запаролить телефон (список контактов, историю звонков, смс-ки, файлы)

В целом телефон устроил, о покупке не жалею

Обновление 1. Спустя месяц использования появилась пыль под экраном! Считаю это крайне существенным минусом. И если ещё какой-то косяк выскочит, я бы не стал рекомендовать данный телефон к покупке

Обновление 2. Спустя 1,5 месяца работы стала очень напрягать бесследное самопроизвольное исчезновение всех файлов с карты памяти телефона. И уверен, что это не по вине флешки, так как в другом телефоне такой проблемы не было!!!Первый раз не придал этому особого значения, но теперь такой эффект происходит примерно 2 раза в неделю. Приходится закачивать файлы заново, а вдруг так что-то ценное пропадёт?? Планирую вернуть телефон по гарантии"
0,У меня вопрос: на моем старом кнопочном телефоне сохранено более 1000 контактов. Каков размер памяти данной функции у Е580 и как я могу перенести контакты? Неужели надо всю тысячу абонентов вбивать вручную??? Каков объем памяти для хранения входящих/исходящих смс?
0,"Время работы, Пластиковая защита экрана пошла трещинами на 3 день использования, не ронял. Телефон лежал в кармане и на столе. Видимо покрытие настолько хлипкое что от давления в кармане пошла трещина"
0,"аккумулятор, в принципе этот аппарат и есть недостаток, решил взять данный аппарат как спутник своему айфон Xs, в основном из за возможности использовать филипс как повер банк. НО!!! он вообще не заряжает айфоны. ни новые ни старые. докупил отдельно (в комплекте не идет) OTG-адаптер и проверил на иксе, айфон СЕ, айфон 4 и айф 7. об этом нигде не заявлено!!! заряжает только себе подобные трубки и старые андроид устройства. собран коряво-часть кнопок возвышается над поверхностью, джойстик с одной стороны не продавливается с характерным щелчком, а просто ватно проваливается. дисплей-это ужасно. при малейшем отклонении происходит инверсия и черный превращается в белый. сейчас имеется Х623 и 513, которым по 7-8 лет, так вот даже на них дисплеи намного лучше, а сборка вообще на порядок выше. я вообще не понимаю, зачем филипс так уронил свое имя... дело в том, что предыдущий Е570 точно так же не заряжал айфоны. в новом 580 ничего не поменяли. кстати через 3,5 вход наушников в темное время светит таинственный лунный свет от подсветки клавиатуры)))) в итоге сбагрил обратно в магазин  это недоразумение и забрал всю стоимость.  вернул в строй свой х623, который, кстати, внешне по сравнению с 580-м просто премиальное устройство. 
итог-дешевая китайщина. обидно, но ксениумы, которые я в принципе люблю-закончились. осталось только недоразумение.
ЕЩЕ РАЗ: товар НЕ соответствует описанию (в части зарядки ИОС-устройств). если есть предствители компании-не вводите клиентов в заблуждение, пишите в инструкции что ряд устройств не поддерживается."
0,"Внешний вид - ничего лишнего, в тоже время элегантно. Классика.
Время автономной работы - за несколько дней ушло одно деление из пяти.
Качество звука во время разговора - лучше чем во многих смартфонах.
Простое меню, хорошо читаемое. Кнопки крупные. Подойдёт и пожилым людям.
Экран неплохой, можно даже какую-нибудь фотографию свою поставить на обои и видно будет кто на ней)., Пока не смог сделать на конкретного абонента свою мелодию. Только из пяти штатных даёт выбрать.
Цветопередача камеры отстой.
Может это конкретно мой экземпляр - кнопка с цифрой 2 плохо срабатывает.
Т9 не нашёл. После смарта писать СМС - наказание., Брал как дополнение к смарту. Для звонков исключительно - чтобы всегда быть на связи. С этой целью справляется на отлично. Не пожалел о покупке."
1,"Вся начинка, камера, производительность. Это хороший телефон., Батарея на полдня. Я не шучу. Это невозможно и делает тебя невротиком, который постоянно стремится подключить телефон к чему-то. Ужасно, просто ужасно. Я рекомендую этот телефон во всём остальном, но с аккумулятором нечего делать таким."
1,"Тонкий, лёгкий телефон с хорошим качеством экрана., Камера, аккумулятор, зарядка, В общем хороший телефон, но по сравнению с редми 4х камера здесь хуже. Если объект двигается или рука дернулась, то снимок будет смазан. Видео при приближении камеры будет с большими квадратиками. Для такого большого экрана батарея слабовата и это при условии,что я не играю (но и не скажу, что телефон просто лежит, сижу в соцсетях частенько). За день аккумулятор разрядится. Зарядка от других смартфонов не подходит. "
1,"Это мой первый смартфон после легендарного кнопочного Нокиа Е 52, который жив и служит досих пор. Выьырпл надежный, крапсивый, стильный смртфон с достаточно большим экраном и бренда не жадного к параметрам памяти, как оперативной так и встроенной и что бы была карта расширения, это дешевле чем с встроенной 128 Гб., Немного слабовата батарея, но я не геймер, а для всего остального параметров достаточно., Он очень похож на айфон 7+, но мощьнее. Тонкий и крепкий, анадированный черный алюминиевый корпус очень приятно лежит в руке. Камера супер как для телефона. мои потребности покрывает полностью даже при видеозвонках.  можно конечно купить дароже, но зачем? Можно и айфон 10 купить, но за такие деньги много чего полезного можно приобрести кроме смартфона. Рекомендую брать 4 на 64 Гб, а расширение на 128 ласт вам широкий путь для маневра."
